code_commune,commune,price_euro_m2,departement_code
80258,Driencourt,12.0942604104436,80
80743,Suzanne,12.0942604104436,80
80549,Miraumont,12.0942604104436,80
80016,Albert,12.7963575415866,80
80569,Morcourt,12.0942604104436,80
80400,Guillaucourt,12.0942604104436,80
80067,Beaufort-en-Santerre,12.0942604104436,80
80192,Chipilly,12.0942604104436,80
80325,Fontaine-lès-Cappy,12.0942604104436,80
80384,Grandcourt,12.0942604104436,80
62103,Béhagnies,12.0942604104436,62
80194,Chuignes,12.0942604104436,80
80513,Maricourt,12.0942604104436,80
80644,Proyart,12.0942604104436,80
80693,Sailly-Laurette,12.0942604104436,80
80648,Pys,12.0942604104436,80
80058,Bayonvillers,12.0942604104436,80
80015,Aizecourt-le-Haut,12.0942604104436,80
80184,Cerisy,12.0942604104436,80
80366,Fricourt,12.0942604104436,80
62561,Martinpuich,12.0942604104436,62
80367,Frise,12.0942604104436,80
80199,Cléry-sur-Somme,12.0942604104436,80
62876,Warlencourt-Eaucourt,12.0942604104436,62
62006,Achiet-le-Petit,12.0942604104436,62
62374,Gomiécourt,12.0942604104436,62
62776,Sapignies,12.0942604104436,62
80162,Caix,12.0942604104436,80
62248,Courcelles-le-Comte,12.0942604104436,62
80397,Gueudecourt,12.0942604104436,80
80505,Carnoy-Mametz,12.0942604104436,80
80417,Harbonnières,12.0942604104436,80
80073,Bécordel-Bécourt,12.0942604104436,80
69268,Vourles,17.5514979787096,69
69204,Saint-Genis-Laval,16.8547145319343,69
69046,Charly,16.640800962661,69
67043,Bischheim,16.1531681124248,67
68118,Habsheim,14.8691976472668,68
68174,Landser,14.4900996074495,68
68072,Dietwiller,14.4900996074495,68
68163,Kembs,15.2615084477646,68
68386,Zimmersheim,14.4900996074495,68
68084,Eschentzwiller,14.4900996074495,68
68238,Niffer,14.4900996074495,68
68254,Petit-Landau,14.4900996074495,68
59332,Lannoy,15.6651543182261,59
59367,Lys-lez-Lannoy,15.4549701021503,59
76534,Rolleville,13.3297966676347,76
76341,Harfleur,13.3909999610361,76
76533,Rogerville,13.3297966676347,76
76551,Sainneville,13.3297966676347,76
76489,Oudalle,13.3297966676347,76
76239,Épretot,13.3297966676347,76
76305,Gonfreville-l'Orcher,13.3297966676347,76
76404,Manéglise,13.3297966676347,76
76303,Gommerville,13.3297966676347,76
76563,Saint-Aubin-Routot,13.3297966676347,76
76296,Gainneville,13.3297966676347,76
76596,Saint-Laurent-de-Brèvedent,13.3297966676347,76
76314,Graimbouville,13.3297966676347,76
76616,Saint-Martin-du-Manoir,13.3297966676347,76
76522,La Remuée,13.3297966676347,76
76658,Saint-Vincent-Cramesnil,13.3297966676347,76
68204,Metzeral,13.6674920396007,68
88500,Ventron,13.6674920396007,88
88426,Saint-Maurice-sur-Moselle,13.6674920396007,88
68308,Sickert,13.6674920396007,68
68073,Dolleren,13.6674920396007,68
68193,Luttenbach-près-Munster,13.6674920396007,68
68188,Linthal,13.6674920396007,68
68177,Lautenbach,13.6674920396007,68
68239,Oberbruck,13.6674920396007,68
90102,Vescemont,13.6674920396007,90
68328,Storckensohn,13.6674920396007,68
68151,Husseren-Wesserling,13.6674920396007,68
68307,Sewen,13.6674920396007,68
88116,Cornimont,13.6674920396007,88
68370,Wildenstein,13.6674920396007,68
68089,Fellering,13.6674920396007,68
88081,Bussang,13.6674920396007,88
68247,Oderen,13.6674920396007,68
68344,Urbès,13.6674920396007,68
68171,Kruth,13.6674920396007,68
90085,Riervescemont,13.6674920396007,90
68167,Kirchberg,13.6674920396007,68
68210,Mittlach,13.6674920396007,68
88188,Fresse-sur-Moselle,13.6674920396007,88
68213,Mollau,13.6674920396007,68
68311,Sondernach,13.6674920396007,68
35082,Coësmes,10.5008659030989,35
35103,Eancé,10.5008659030989,35
35106,Ercé-en-Lamée,10.5008659030989,35
44218,Villepot,10.5008659030989,44
44153,Saint-Aubin-des-Châteaux,10.5008659030989,44
35136,Janzé,13.1155612180137,35
49056,Carbay,10.5008659030989,49
35332,Teillay,10.5008659030989,35
35089,La Couyère,10.5008659030989,35
44199,Soudan,10.5008659030989,44
44200,Soulvache,10.5008659030989,44
44085,Louisfert,10.5008659030989,44
44146,Rougé,10.5008659030989,44
35167,Martigné-Ferchaud,11.3226091774808,35
53259,Senonnes,10.5008659030989,53
67188,Heiligenberg,14.5793756971702,67
67016,Avolsheim,14.5793756971702,67
67492,Traenheim,14.5793756971702,67
67030,Bergbieten,14.5793756971702,67
67480,Still,14.5793756971702,67
67442,Scharrachbergheim-Irmstett,14.5793756971702,67
67081,Dahlenheim,14.5793756971702,67
67085,Dangolsheim,14.5793756971702,67
67354,Odratzheim,14.5793756971702,67
67473,Soultz-les-Bains,14.5793756971702,67
67098,Dinsheim-sur-Bruche,14.5793756971702,67
67300,Molsheim,15.6432406678837,67
45034,Boigny-sur-Bionne,13.7977931474352,45
45089,Chécy,13.7977931474352,45
45144,Férolles,13.7977931474352,45
45123,Darvoy,13.7977931474352,45
45284,Saint-Jean-de-Braye,14.9419897650767,45
45193,Marcilly-en-Villette,13.7977931474352,45
45194,Mardié,13.7977931474352,45
45333,Vennecy,13.7977931474352,45
45335,Vienne-en-Val,13.7977931474352,45
45173,Jargeau,12.7433016879688,45
93008,Bobigny,21.0086364985788,93
28344,Saint-Léger-des-Aubées,12.8963040051931,28
28383,Theuville,12.8963040051931,28
28309,Prunay-le-Gillon,12.8963040051931,28
28209,Lèves,13.8547789474353,28
28245,Meslay-le-Grenet,12.8963040051931,28
28160,Francourville,12.8963040051931,28
28085,Chartres,14.4325927727891,28
28129,Denonville,12.8963040051931,28
28246,Meslay-le-Vidame,12.8963040051931,28
28403,Ver-lès-Chartres,12.8963040051931,28
28365,Sandarville,12.8963040051931,28
28141,Ermenonville-la-Grande,12.8963040051931,28
28269,Morancez,12.8963040051931,28
28048,La Bourdinière-Saint-Loup,12.8963040051931,28
28177,Gellainville,12.8963040051931,28
28122,Dammarie,12.8963040051931,28
28421,Voise,12.8963040051931,28
28049,Boncé,12.8963040051931,28
28162,Fresnay-le-Comte,12.8963040051931,28
95369,Margency,21.6766727375431,95
95203,Eaubonne,21.6580743775317,95
11164,Ginestas,11.2678589428267,11
11233,Mirepeisset,11.2678589428267,11
11369,Sallèles-d'Aude,11.2678589428267,11
11353,Saint-Marcel-sur-Aude,11.2678589428267,11
11405,Ventenac-en-Minervois,11.2678589428267,11
11217,Marcorignan,11.2678589428267,11
11116,Cuxac-d'Aude,11.1847604594343,11
11264,Névian,11.2678589428267,11
11012,Argeliers,11.2678589428267,11
11366,Sainte-Valière,11.2678589428267,11
11106,Coursan,11.1571503214417,11
11307,Raissac-d'Aude,11.2678589428267,11
11258,Moussan,11.2678589428267,11
11255,Montredon-des-Corbières,11.2678589428267,11
11360,Saint-Nazaire-d'Aude,11.2678589428267,11
34170,Montouliers,11.2678589428267,34
8312,Murtin-et-Bogny,8.7990821891476,83
8175,Foisches,8.7990821891476,81
8169,Flaignes-Havys,8.7990821891476,81
8110,Le Châtelet-sur-Sormonne,8.7990821891476,81
8188,Gespunsart,8.7990821891476,81
8078,Bourg-Fidèle,8.7990821891476,80
8214,Hargnies,8.7990821891476,82
8242,Laifour,8.7990821891476,82
8106,Charnois,8.7990821891476,81
8254,Liart,8.7990821891476,82
8302,Monthermé,8.7990821891476,83
8449,Thin-le-Moutier,8.7990821891476,84
8149,L'Échelle,8.7990821891476,81
8141,Dommery,8.7990821891476,81
8417,Sévigny-la-Forêt,8.7990821891476,84
8189,Girondelle,8.7990821891476,81
8094,Cernion,8.7990821891476,80
8226,Hierges,8.7990821891476,82
8315,Neufmaison,8.7990821891476,83
8028,Aubrives,8.7990821891476,80
8154,Estrebay,8.7990821891476,81
8207,Ham-sur-Meuse,8.7990821891476,82
8353,Rancennes,8.7990821891476,83
8156,Éteignières,8.7990821891476,81
8121,Chilly,8.7990821891476,81
8257,Logny-Bogny,8.7990821891476,82
8202,Gué-d'Hossus,8.7990821891476,82
8363,Revin,8.92212635434273,83
8277,Marlemont,8.7990821891476,82
8247,Landrichamps,8.7990821891476,82
8367,Rocroi,8.7990821891476,83
8011,Anchamps,8.7990821891476,80
8304,Montigny-sur-Meuse,8.7990821891476,83
8249,Laval-Morency,8.7990821891476,82
8436,Taillette,8.7990821891476,84
8183,Fromelennes,8.7990821891476,81
8460,Tremblois-lès-Rocroi,8.7990821891476,84
8491,Vrigne aux Bois,9.87036494650564,84
8190,Givet,9.2734975320325,81
8496,Wagnon,8.7990821891476,84
8218,Les Hautes-Rivières,8.7990821891476,82
8166,Fépin,8.7990821891476,81
8139,Deville,8.7990821891476,81
8222,Haybes,8.7990821891476,82
8272,Maranwez,8.7990821891476,82
8365,Rimogne,8.7990821891476,83
8486,Vireux-Molhain,8.7990821891476,84
8122,Chooz,8.7990821891476,81
8185,Fumay,8.7990821891476,81
8358,Remilly-les-Pothées,8.7990821891476,83
8487,Vireux-Wallerand,8.7990821891476,84
8273,Marby,8.7990821891476,82
8488,Vivier-au-Court,8.7990821891476,84
8448,Thilay,8.7990821891476,84
8251,Lépron-les-Vallées,8.7990821891476,82
77258,Lognes,21.0706492118254,77
34016,Aumelas,14.0243976939002,34
34051,Canet,14.0243976939002,34
34088,Cournonterral,15.3720705661644,34
34215,Pouzols,14.0243976939002,34
34328,Vendémian,14.0243976939002,34
34194,Paulhan,13.5008841831052,34
34204,Plaissan,14.0243976939002,34
34208,Popian,14.0243976939002,34
34029,Bélarga,14.0243976939002,34
34222,Puilacher,14.0243976939002,34
34241,Saint-Bauzille-de-la-Sylve,14.0243976939002,34
34341,Villeveyrac,14.0243976939002,34
34315,Usclas-d'Hérault,14.0243976939002,34
69291,Saint-Symphorien-d'Ozon,16.2666690683025,69
69281,Marennes,16.4669272653734,69
69294,Sérézin-du-Rhône,16.4288467035532,69
60006,Les Ageux,15.0355246526511,60
60539,Rieux,15.0355246526511,60
60541,Roberval,15.0355246526511,60
60050,Bazicourt,15.0355246526511,60
60508,Pontpoint,15.6651438926057,60
60078,Blincourt,15.0355246526511,60
60406,Monceaux,15.0355246526511,60
60102,Brenouille,15.0355246526511,60
60509,Pont-Sainte-Maxence,14.9965329745068,60
60056,Beaurepaire,15.0355246526511,60
60563,Sacy-le-Petit,15.0355246526511,60
78497,Poigny-la-Forêt,16.8594419639064,78
78606,Le Tartre-Gaudran,16.8594419639064,78
78407,Mittainville,16.8594419639064,78
28292,Ouerre,16.8594419639064,28
28146,Faverolles,16.8594419639064,28
78517,Rambouillet,19.6877883989771,78
78283,Grandchamp,16.8594419639064,78
28343,Saint-Laurent-la-Gâtine,16.8594419639064,28
28118,Croisilles,16.8594419639064,28
78077,La Boissière-École,16.8594419639064,78
28372,Senantes,16.8594419639064,28
40109,Gaujacq,13.2161047020863,40
40214,Ossages,13.2161047020863,40
40186,Misson,13.2161047020863,40
40316,Tilh,13.2161047020863,40
40188,Momuy,13.2161047020863,40
40034,Bélus,13.2161047020863,40
40205,Nousse,13.2161047020863,40
40253,Saint-Cricq-Chalosse,13.2161047020863,40
40199,Mouscardès,13.2161047020863,40
40212,Orthevielle,13.2161047020863,40
40095,Estibeaux,13.2161047020863,40
40222,Pey,13.2161047020863,40
40235,Poyanne,13.2161047020863,40
40190,Monségur,13.2161047020863,40
40116,Gouts,13.2161047020863,40
40074,Castel-Sarrazin,13.2161047020863,40
40233,Pouillon,13.2161047020863,40
40223,Peyre,13.2161047020863,40
40284,Saint-Vincent-de-Tyrosse,15.9606274361956,40
40208,Onard,13.2161047020863,40
40198,Morganx,13.2161047020863,40
40237,Préchacq-les-Bains,13.2161047020863,40
40249,Saint-Aubin,13.2161047020863,40
40079,Cazalis,13.2161047020863,40
40007,Argelos,13.2161047020863,40
40121,Hauriet,13.2161047020863,40
40138,Lacrabe,13.2161047020863,40
40011,Arsague,13.2161047020863,40
40141,Lahosse,13.2161047020863,40
40177,Maylis,13.2161047020863,40
40104,Gamarde-les-Bains,13.2161047020863,40
40089,Doazit,13.2161047020863,40
40231,Port-de-Lanne,13.2161047020863,40
40147,Laurède,13.2161047020863,40
40054,Brassempouy,13.2161047020863,40
40143,Lamothe,13.2161047020863,40
40256,Saint-Étienne-d'Orthe,13.2161047020863,40
40299,Serreslous-et-Arribans,13.2161047020863,40
40129,Josse,13.2161047020863,40
40309,Souprosse,13.2161047020863,40
40059,Cagnotte,13.2161047020863,40
82142,Pompignan,12.0199214952883,82
31515,Saint-Rustice,12.0199214952883,31
31118,Castelnau-d'Estrétefonds,13.3564933414267,31
31403,Ondes,12.0199214952883,31
71480,Saint-Sernin-du-Plain,9.81190353898052,71
71551,Uchon,9.81190353898052,71
71468,Saint-Pierre-de-Varennes,9.81190353898052,71
71391,Saint-Bérain-sur-Dheune,9.81190353898052,71
71482,Saint-Symphorien-de-Marmagne,9.81190353898052,71
71038,Les Bizots,9.81190353898052,71
71183,Dracy-lès-Couches,9.81190353898052,71
71579,Villeneuve-en-Montagne,9.81190353898052,71
71363,Le Puley,9.81190353898052,71
71479,Saint-Sernin-du-Bois,9.81190353898052,71
71309,Montcenis,9.81190353898052,71
71191,Essertenne,9.81190353898052,71
71435,Saint-Julien-sur-Dheune,9.81190353898052,71
71431,Saint-Jean-de-Trézy,9.81190353898052,71
71464,Saint-Maurice-lès-Couches,9.81190353898052,71
71390,Saint-Berain-sous-Sanvignes,9.81190353898052,71
71320,Mont-Saint-Vincent,9.81190353898052,71
71103,Charmoy,9.81190353898052,71
71347,Perreuil,9.81190353898052,71
71278,Marigny,9.81190353898052,71
71321,Morey,9.81190353898052,71
71149,Couches,9.81190353898052,71
71153,Le Creusot,10.2339311478365,71
71465,Saint-Micaud,9.81190353898052,71
71059,Le Breuil,9.81190353898052,71
71412,Saint-Eusèbe,9.81190353898052,71
71413,Saint-Firmin,9.81190353898052,71
35261,Saint-Christophe-de-Valains,10.0112755543276,35
35282,Rives-du-Couesnon,10.0112755543276,35
50353,Le Mont-Saint-Michel,10.0112755543276,50
35280,Saint-Hilaire-des-Landes,10.0112755543276,35
50589,Tanis,10.0112755543276,50
50500,Saint-Laurent-de-Terregatte,10.0112755543276,50
35215,Parigné,10.0112755543276,35
50168,Ducey-Les Chéris,10.0112755543276,50
50347,Montjoie-Saint-Martin,10.0112755543276,50
50553,Saint-Senier-de-Beuvron,10.0112755543276,50
50410,Pontorson,10.1413553306367,50
35357,Villamée,10.0112755543276,35
50108,Céaux,10.0112755543276,50
35086,Combourtillé,10.0112755543276,35
35304,Saint-Ouen-des-Alleux,10.0112755543276,35
35142,Landéan,10.0112755543276,35
35230,Poilley,10.0112755543276,35
50413,Précey,10.0112755543276,50
35292,Saint-Marc-le-Blanc,10.0112755543276,35
50574,Servon,10.0112755543276,50
50259,Juilley,10.0112755543276,50
35191,Les Portes du Coglais,10.0112755543276,35
50443,Sacey,10.0112755543276,50
50448,Saint-Aubin-de-Terregatte,10.0112755543276,50
50253,Huisnes-sur-Mer,10.0112755543276,50
35004,Val-Couesnon,10.0112755543276,35
50146,Courtils,10.0112755543276,50
50155,Crollon,10.0112755543276,50
62851,Vieille-Chapelle,14.1219374414561,62
59371,Le Maisnil,14.1219374414561,59
62330,Festubert,14.1219374414561,62
59250,Fournes-en-Weppes,14.1219374414561,59
62529,Lorgies,14.1219374414561,62
62706,Richebourg,14.1219374414561,62
62606,Neuve-Chapelle,14.1219374414561,62
59487,Radinghem-en-Weppes,14.1219374414561,59
59025,Aubers,14.1219374414561,59
59268,La Gorgue,13.203036988796,59
62491,Laventie,13.11686990306,62
59257,Fromelles,14.1219374414561,59
33376,Saint-Aubin-de-Médoc,14.1908523889176,33
33256,Ludon-Médoc,14.1908523889176,33
33262,Macau,14.1908523889176,33
33012,Arsac,14.1908523889176,33
33519,Le Taillan-Médoc,15.8054807315656,33
33211,Labarde,14.1908523889176,33
33268,Margaux-Cantenac,14.1908523889176,33
33322,Le Pian-Médoc,14.1908523889176,33
49057,Cernusson,9.93176754662814,49
79238,Saint-Aubin-du-Plain,9.93176754662814,79
49092,Chemillé-en-Anjou,10.9094147266904,49
79103,Courlay,9.93176754662814,79
79062,Cerizay,9.93176754662814,79
79236,Saint-André-sur-Sèvre,9.93176754662814,79
49102,Cléré-sur-Layon,9.93176754662814,49
79132,Genneton,9.93176754662814,79
79050,Bretignolles,9.93176754662814,79
79195,Nueil-les-Aubiers,9.93176754662814,79
79280,Saint Maurice Étusson,9.93176754662814,79
49373,Lys-Haut-Layon,10.0666675478215,49
79123,La Forêt-sur-Sèvre,9.93176754662814,79
49236,Passavant-sur-Layon,9.93176754662814,49
79242,Voulmentin,9.93176754662814,79
79091,Cirières,9.93176754662814,79
62167,Boursin,13.1651517948168,62
62056,Audresselles,13.1651517948168,62
62397,Guînes,13.1651517948168,62
62054,Audinghen,13.1651517948168,62
62203,Campagne-lès-Guines,13.1651517948168,62
62020,Alembon,13.1651517948168,62
62775,Sanghen,13.1651517948168,62
62560,Marquise,13.445313554415,62
62506,Licques,13.1651517948168,62
62894,Wimille,13.1651517948168,62
62505,Leulinghen-Bernes,13.1651517948168,62
62893,Wimereux,15.2110092740801,62
62160,Boulogne-sur-Mer,12.7362004552597,62
62705,Rety,13.1651517948168,62
62755,Saint-Léonard,13.1651517948168,62
62643,Outreau,12.6641814068689,62
62711,Rinxent,13.1651517948168,62
62300,Équihen-Plage,13.1651517948168,62
62329,Ferques,13.1651517948168,62
62487,Landrethun-le-Nord,13.1651517948168,62
62746,Saint-Étienne-au-Mont,13.1651517948168,62
62191,Caffiers,13.1651517948168,62
62025,Ambleteuse,13.1651517948168,62
62667,Le Portel,12.8250153730666,62
56108,Larré,12.353183222741,56
56157,Plaudren,12.353183222741,56
56065,Gourhel,12.353183222741,56
56079,Guillac,12.353183222741,56
56261,La Vraie-Croix,12.353183222741,56
56139,Montertelot,12.353183222741,56
56219,Saint-Guyomard,12.353183222741,56
56165,Ploërmel,13.2332313945816,56
56045,Le Cours,12.353183222741,56
56249,Taupont,12.353183222741,56
56197,Val d'Oust,12.353183222741,56
56020,Bohal,12.353183222741,56
56133,Missiriac,12.353183222741,56
56228,Saint-Marcel,12.353183222741,56
56254,Trédion,12.353183222741,56
56202,Saint-Abraham,12.353183222741,56
56112,Lizio,12.353183222741,56
44115,Oudon,14.3951889897342,44
44026,Carquefou,15.7178051969085,44
44028,Le Cellier,14.3951889897342,44
44179,Saint-Mars-du-Désert,14.3951889897342,44
26007,Ambonil,12.0282423852379,26
26124,Étoile-sur-Rhône,12.7051676997431,26
26066,Le Chaffal,12.0282423852379,26
26224,Ourches,12.0282423852379,26
26208,Montoison,12.0282423852379,26
26382,Saint-Vincent-la-Commanderie,12.0282423852379,26
26358,Upie,12.0282423852379,26
26023,Barbières,12.0282423852379,26
26032,La Baume-Cornillane,12.0282423852379,26
26064,Chabeuil,12.4419956116895,26
26163,Léoncel,12.0282423852379,26
26100,Combovin,12.0282423852379,26
26273,Rochefort-Samson,12.0282423852379,26
26365,Vaunaveys-la-Rochette,12.0282423852379,26
29029,Cléden-Poher,11.7630476720473,29
22344,Trébrivan,11.7630476720473,22
22202,Plévin,11.7630476720473,22
56201,Le Saint,11.7630476720473,56
22157,Le Moustoir,11.7630476720473,22
29027,Châteauneuf-du-Faou,11.7630476720473,29
29162,Pleyben,13.3499455891525,29
56057,Le Faouët,11.7630476720473,56
56066,Gourin,12.9325732037413,56
29250,Saint-Hernin,11.7630476720473,29
29205,Plounévézel,11.7630476720473,29
29123,Lennon,11.7630476720473,29
29081,Huelgoat,11.7630476720473,29
29152,Motreff,11.7630476720473,29
29102,Landeleau,11.7630476720473,29
29175,Plonévez-du-Faou,11.7630476720473,29
29089,Kergloff,11.7630476720473,29
29227,Poullaouen,11.7630476720473,29
29139,Lopérec,11.7630476720473,29
22373,Tréogan,11.7630476720473,22
29007,Berrien,11.7630476720473,29
29302,Pont-de-Buis-lès-Quimerch,11.7630476720473,29
68334,Thann,12.0634719827024,68
68261,Rammersmatt,11.9748721898702,68
68040,Bitschwiller-lès-Thann,11.9748721898702,68
68348,Vieux-Thann,11.989267505399,68
68012,Aspach-Michelbach,11.9748721898702,68
31575,Vieille-Toulouse,15.4182174141649,31
31555,Toulouse,15.918912560838,31
31578,Vigoulet-Auzil,15.4182174141649,31
92007,Bagneux,24.7625741381696,92
45273,Saint-Denis-de-l'Hôtel,13.7029698763874,45
45311,Sigloy,12.8337783761613,45
45316,Sury-aux-Bois,12.8337783761613,45
45146,La Ferté-Saint-Aubin,14.393815763728,45
45153,Germigny-des-Prés,12.8337783761613,45
45309,Sennely,12.8337783761613,45
45142,Fay-aux-Loges,12.8337783761613,45
45200,Ménestreau-en-Villette,12.8337783761613,45
45111,Courcy-aux-Loges,12.8337783761613,45
45324,Tigy,12.8337783761613,45
45174,Jouy-en-Pithiverais,12.8337783761613,45
45137,Escrennes,12.8337783761613,45
45241,Ouvrouer-les-Champs,12.8337783761613,45
45084,Châtenoy,12.8337783761613,45
45011,Attray,12.8337783761613,45
45346,Vitry-aux-Loges,12.8337783761613,45
45168,Ingrannes,12.8337783761613,45
45101,Combreux,12.8337783761613,45
45214,Montigny,12.8337783761613,45
45305,Seichebrières,12.8337783761613,45
45195,Mareau-aux-Bois,12.8337783761613,45
59383,Marly,13.250303864769,59
59027,Aubry-du-Hainaut,13.26674153219,59
59564,La Sentinelle,13.26674153219,59
59606,Valenciennes,13.7092909748154,59
59459,Petite-Forêt,13.26674153219,59
78367,Mareil-Marly,22.2308690605082,78
78224,L'Étang-la-Ville,22.0275809053572,78
78518,Rennemoulin,22.4625591993989,78
78455,Noisy-le-Roi,22.199460641656,78
78043,Bailly,23.4191576462631,78
73261,Saint-Michel-de-Maurienne,13.7922581961658,73
73318,Villarembert,13.7922581961658,73
73253,Saint-Marcel,13.7922581961658,73
73181,Moûtiers,14.6343046662853,73
73242,Saint-Jean-d'Arves,13.7922581961658,73
73257,Les Belleville,15.7904059837902,73
73109,Épierre,13.7922581961658,73
73284,Salins-Fontaine,13.7922581961658,73
73307,Valmeinier,13.7922581961658,73
73173,Montricher-Albanne,13.7922581961658,73
73235,Saint François Longchamp,13.7922581961658,73
73013,Albiez-Montrond,13.7922581961658,73
73306,Valloire,13.7922581961658,73
73258,Saint-Martin-de-la-Porte,13.7922581961658,73
73187,La Léchère,13.7922581961658,73
73256,Saint-Martin-d'Arc,13.7922581961658,73
1306,Pont-de-Veyle,11.6169726426913,13
1102,Chevroux,11.8711565060939,11
1284,Ozan,11.8711565060939,12
1057,Boz,11.8711565060939,10
1439,Vésines,11.8711565060939,14
1370,Saint-Laurent-sur-Saône,12.1872602483514,13
1323,Reyssouze,11.8711565060939,13
1159,Feillens,11.8711565060939,11
71556,Varennes-lès-Mâcon,11.8711565060939,71
1320,Replonges,11.8711565060939,13
1023,Asnières-sur-Saône,11.8711565060939,10
1352,Saint-Étienne-sur-Reyssouze,11.8711565060939,13
1179,Grièges,11.8711565060939,11
1231,Manziat,11.8711565060939,12
1386,Saint-Sorlin-en-Bugey,11.7368161656682,13
1056,Boyeux-Saint-Jérôme,11.7368161656682,10
